   5.8836428e-02   1.7124817e-02   0.0000000e+00   7.5080155e-02   6.2683908e-01   1.1649535e+00   1.0682061e-01
   1.0682061e-01   5.8836428e-02   1.7124817e-02   3.5160690e-01   7.5080155e-02   6.2683908e-01   1.5576003e-01
   1.5576003e-01   1.0682061e-01   5.8836428e-02  -6.9651254e-01   3.5160690e-01   7.5080155e-02   1.9318831e-01
   1.9318831e-01   1.5576003e-01   1.0682061e-01   1.6961425e+00  -6.9651254e-01   3.5160690e-01   2.3919778e-01
   2.3919778e-01   1.9318831e-01   1.5576003e-01   5.9059778e-02   1.6961425e+00  -6.9651254e-01   3.0291368e-01
   3.0291368e-01   2.3919778e-01   1.9318831e-01   1.7970718e+00   5.9059778e-02   1.6961425e+00   3.8401063e-01
   3.8401063e-01   3.0291368e-01   2.3919778e-01   2.6406853e-01   1.7970718e+00   5.9059778e-02   4.8244398e-01
   4.8244398e-01   3.8401063e-01   3.0291368e-01   8.7167329e-01   2.6406853e-01   1.7970718e+00   5.8212499e-01
   5.8212499e-01   4.8244398e-01   3.8401063e-01  -1.4461715e+00   8.7167329e-01   2.6406853e-01   6.5588825e-01
   6.5588825e-01   5.8212499e-01   4.8244398e-01  -7.0116535e-01  -1.4461715e+00   8.7167329e-01   6.8173291e-01
   6.8173291e-01   6.5588825e-01   5.8212499e-01   1.2459821e+00  -7.0116535e-01  -1.4461715e+00   7.0202006e-01
   7.0202006e-01   6.8173291e-01   6.5588825e-01  -6.3897700e-01   1.2459821e+00  -7.0116535e-01   7.1766242e-01
   7.1766242e-01   7.0202006e-01   6.8173291e-01   5.7735022e-01  -6.3897700e-01   1.2459821e+00   7.1986011e-01
   7.1986011e-01   7.1766242e-01   7.0202006e-01  -3.6002963e-01   5.7735022e-01  -6.3897700e-01   7.1367479e-01
   7.1367479e-01   7.1986011e-01   7.1766242e-01  -1.3557629e-01  -3.6002963e-01   5.7735022e-01   6.8999063e-01
   6.8999063e-01   7.1367479e-01   7.1986011e-01  -1.3493385e+00  -1.3557629e-01  -3.6002963e-01   6.3618896e-01
   6.3618896e-01   6.8999063e-01   7.1367479e-01  -1.2704499e+00  -1.3493385e+00  -1.3557629e-01   5.3927453e-01
   5.3927453e-01   6.3618896e-01   6.8999063e-01   9.8457027e-01  -1.2704499e+00  -1.3493385e+00   4.3855504e-01
   4.3855504e-01   5.3927453e-01   6.3618896e-01  -4.4880614e-02   9.8457027e-01  -1.2704499e+00   3.5398669e-01
   3.5398669e-01   4.3855504e-01   5.3927453e-01  -7.9894452e-01  -4.4880614e-02   9.8457027e-01   2.6041888e-01
   2.6041888e-01   3.5398669e-01   4.3855504e-01  -7.6517243e-01  -7.9894452e-01  -4.4880614e-02   1.4984507e-01
   1.4984507e-01   2.6041888e-01   3.5398669e-01   8.6173490e-01  -7.6517243e-01  -7.9894452e-01   4.9810755e-02
   4.9810755e-02   1.4984507e-01   2.6041888e-01  -5.6225124e-02   8.6173490e-01  -7.6517243e-01  -2.8595645e-02
  -2.8595645e-02   4.9810755e-02   1.4984507e-01   5.1347817e-01  -5.6225124e-02   8.6173490e-01  -9.0409196e-02
  -9.0409196e-02  -2.8595645e-02   4.9810755e-02   3.9668087e-01   5.1347817e-01  -5.6225124e-02  -1.2942920e-01
  -1.2942920e-01  -9.0409196e-02  -2.8595645e-02   7.5621897e-01   3.9668087e-01   5.1347817e-01  -1.4327123e-01
  -1.4327123e-01  -1.2942920e-01  -9.0409196e-02   4.0048602e-01   7.5621897e-01   3.9668087e-01  -1.3389224e-01
  -1.3389224e-01  -1.4327123e-01  -1.2942920e-01  -1.3413807e+00   4.0048602e-01   7.5621897e-01  -1.3429445e-01
  -1.3429445e-01  -1.3389224e-01  -1.4327123e-01   3.7504102e-01  -1.3413807e+00   4.0048602e-01  -1.4431069e-01
  -1.4431069e-01  -1.3429445e-01  -1.3389224e-01   1.1251618e+00   3.7504102e-01  -1.3413807e+00  -1.2777429e-01
  -1.2777429e-01  -1.4431069e-01  -1.3429445e-01   7.2864159e-01   1.1251618e+00   3.7504102e-01  -8.2058446e-02
  -8.2058446e-02  -1.2777429e-01  -1.4431069e-01  -2.3774543e+00   7.2864159e-01   1.1251618e+00  -6.1675539e-02
  -6.1675539e-02  -8.2058446e-02  -1.2777429e-01  -2.7378242e-01  -2.3774543e+00   7.2864159e-01  -7.9644304e-02
  -7.9644304e-02  -6.1675539e-02  -8.2058446e-02  -3.2293992e-01  -2.7378242e-01  -2.3774543e+00  -1.0369599e-01
  -1.0369599e-01  -7.9644304e-02  -6.1675539e-02   3.1798792e-01  -3.2293992e-01  -2.7378242e-01  -1.2427274e-01
  -1.2427274e-01  -1.0369599e-01  -7.9644304e-02  -5.1117221e-01   3.1798792e-01  -3.2293992e-01  -1.4415724e-01
  -1.4415724e-01  -1.2427274e-01  -1.0369599e-01  -2.0413453e-03  -5.1117221e-01   3.1798792e-01  -1.6754007e-01
  -1.6754007e-01  -1.4415724e-01  -1.2427274e-01   1.6065110e+00  -2.0413453e-03  -5.1117221e-01  -1.6282400e-01
  -1.6282400e-01  -1.6754007e-01  -1.4415724e-01   8.4764863e-01   1.6065110e+00  -2.0413453e-03  -1.1993360e-01
  -1.1993360e-01  -1.6282400e-01  -1.6754007e-01   2.6810081e-01   8.4764863e-01   1.6065110e+00  -6.1797114e-02
  -6.1797114e-02  -1.1993360e-01  -1.6282400e-01  -9.2348909e-01   2.6810081e-01   8.4764863e-01  -1.6645097e-02
  -1.6645097e-02  -6.1797114e-02  -1.1993360e-01  -7.0499388e-02  -9.2348909e-01   2.6810081e-01   1.0638828e-02
   1.0638828e-02  -1.6645097e-02  -6.1797114e-02   1.4789135e-01  -7.0499388e-02  -9.2348909e-01   3.6142769e-02
   3.6142769e-02   1.0638828e-02  -1.6645097e-02  -5.5709364e-01   1.4789135e-01  -7.0499388e-02   5.2340242e-02
   5.2340242e-02   3.6142769e-02   1.0638828e-02  -3.3670570e-01  -5.5709364e-01   1.4789135e-01   5.2679531e-02
   5.2679531e-02   5.2340242e-02   3.6142769e-02   4.1522746e-01  -3.3670570e-01  -5.5709364e-01   5.2544860e-02
   5.2544860e-02   5.2679531e-02   5.2340242e-02   1.5578135e+00   4.1522746e-01  -3.3670570e-01   7.9792497e-02
   7.9792497e-02   5.2544860e-02   5.2679531e-02  -2.4442989e+00   1.5578135e+00   4.1522746e-01   8.9934896e-02
   8.9934896e-02   7.9792497e-02   5.2544860e-02  -1.0981954e+00  -2.4442989e+00   1.5578135e+00   4.5973707e-02
   4.5973707e-02   8.9934896e-02   7.9792497e-02   1.1226479e+00  -1.0981954e+00  -2.4442989e+00   4.4337598e-03
   4.4337598e-03   4.5973707e-02   8.9934896e-02   5.8166726e-01   1.1226479e+00  -1.0981954e+00  -9.6804983e-03
  -9.6804983e-03   4.4337598e-03   4.5973707e-02  -2.7135430e-01   5.8166726e-01   1.1226479e+00  -1.8045403e-02
  -1.8045403e-02  -9.6804983e-03   4.4337598e-03   4.1419131e-01  -2.7135430e-01   5.8166726e-01  -2.3094685e-02
  -2.3094685e-02  -1.8045403e-02  -9.6804983e-03  -9.7781423e-01   4.1419131e-01  -2.7135430e-01  -3.5547272e-02
  -3.5547272e-02  -2.3094685e-02  -1.8045403e-02  -1.0214662e+00  -9.7781423e-01   4.1419131e-01  -7.5455190e-02
  -7.5455190e-02  -3.5547272e-02  -2.3094685e-02   3.1768798e-01  -1.0214662e+00  -9.7781423e-01  -1.2124492e-01
  -1.2124492e-01  -7.5455190e-02  -3.5547272e-02   1.5161078e+00   3.1768798e-01  -1.0214662e+00  -1.3467120e-01
  -1.3467120e-01  -1.2124492e-01  -7.5455190e-02   7.4943245e-01   1.5161078e+00   3.1768798e-01  -1.1153670e-01
  -1.1153670e-01  -1.3467120e-01  -1.2124492e-01  -5.0770039e-01   7.4943245e-01   1.5161078e+00  -8.4332621e-02
  -8.4332621e-02  -1.1153670e-01  -1.3467120e-01   8.8529945e-01  -5.0770039e-01   7.4943245e-01  -5.1751156e-02
  -5.1751156e-02  -8.4332621e-02  -1.1153670e-01  -2.4809355e-01   8.8529945e-01  -5.0770039e-01  -1.1518755e-02
  -1.1518755e-02  -5.1751156e-02  -8.4332621e-02  -7.2624900e-01  -2.4809355e-01   8.8529945e-01   1.1577244e-02
   1.1577244e-02  -1.1518755e-02  -5.1751156e-02  -4.4504030e-01  -7.2624900e-01  -2.4809355e-01   1.5335563e-02
